0.5	0.007899999999999989
0.6	0.010750000000000011
0.7	0.013642857142857116
0.8	0.014199999999999971
0.9	0.018111111111111102
1.0	0.018210526315789476
1.1	0.021999999999999936
1.2	0.025695652173913095
1.3	0.02595999999999973
1.4	0.030642857142857163
1.5	0.0302758620689658
1.6	0.03112903225806463
1.7	0.032333333333333734
1.8	0.0343333333333337
1.9	0.03418918918918913
2.0	0.036358974358974436
2.1	0.03873170731707259
2.2	0.03944186046511588
2.3	0.040260869565217204
2.4	0.04072340425531881
2.5	0.04230612244897973
2.6	0.04425490196078466
2.7	0.0439811320754713
2.8	0.04434545454545466
2.9	0.046052631578947865
3.0	0.0463728813559328
3.1	0.047655737704918176
3.2	0.048825396825397244
3.3	0.04844615384615424
3.4	0.04931343283582086
3.5	0.050550724637680754
3.6	0.050873239436619686
3.7	0.05061643835616371
3.8	0.051280000000000006
3.9	0.051285714285714115
4.0	0.05455696202531603
4.1	0.0531463414634145
4.2	0.05387951807228901
4.3	0.05542352941176528
4.4	0.055379310344827286
4.5	0.05461797752808972
4.6	0.055758241758242386
4.7	0.056000000000000404
4.8	0.057221052631578895
4.9	0.057494845360825275
5.0	0.05891919191919279
5.1	0.057594059405940146
5.2	0.05795145631067983
5.3	0.05796190476190543
5.4	0.05992523364485904
5.5	0.05980733944954142
5.6	0.05969369369369392
5.7	0.060575221238937965
5.8	0.05979999999999977
5.9	0.0605213675213681
6.0	0.06024369747899223
6.1	0.06009917355371875
6.2	0.06146341463414547
6.3	0.0608559999999997
6.4	0.061417322834646175
6.5	0.061124031007751406
6.6	0.06240458015267213
6.7	0.06230075187969931
6.8	0.06190370370370379
6.9	0.06290510948905091
